SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY
378432,0.6769925032909132,0.6269987124394382,,157500.0,90000.0,3393.0
362436,0.6006575372857061,0.5180457312376121,-1720.0,157500.0,531706.5,19228.5
223544,0.5989262182569273,0.6392492638333401,-307.0,202500.0,202500.0,10125.0
254840,0.3572932680336494,0.5898480874381371,-1664.0,180000.0,900000.0,26316.0
363773,0.6109913280868294,0.6981580234762247,-7831.0,202500.0,349258.5,17959.5
183528,0.445396241560834,0.1288120422291795,-667.0,81000.0,152820.0,17370.0
404547,,0.6929114087876175,-600.0,157500.0,545040.0,27814.5
218919,0.5902333386185574,0.6339171961042818,-2187.0,180000.0,566055.0,16681.5
270025,0.6545292802242897,0.6399398491481402,,112500.0,199080.0,14616.0
371818,0.6925590674998008,0.7119529704928647,-215.0,256500.0,521136.0,56124.0
225328,0.7136313997323308,0.2264302576227942,-1273.0,180000.0,675000.0,34465.5
434476,0.6801388218428291,0.5997769790693952,-3933.0,225000.0,630000.0,31500.0
236535,0.5884877883422673,0.4827497432793966,,146250.0,500211.0,28062.0
177987,0.3170317785834444,0.5731826231971582,-1261.0,180000.0,225000.0,26703.0
335474,0.3979463219016906,0.6127580854824649,-349.0,261000.0,864000.0,34393.5
225740,0.6006575372857061,0.5320703399607164,-2373.0,270000.0,545040.0,36553.5
400485,0.4206109640437848,0.7208514208182348,,157500.0,247500.0,12375.0
337429,0.7076993447402619,0.6776950342357998,-105.0,315000.0,916470.0,24304.5
253990,0.6144143775673561,0.2223996670165512,-214.0,112500.0,417024.0,22752.0
434971,0.4311917977993083,0.6416411485083181,,180000.0,291384.0,18967.5
354452,0.41534714488434,0.6548932283129316,,180000.0,679500.0,36202.5
198869,,0.6738668905558799,-1376.0,135000.0,1046142.0,30717.0
286792,0.4031416766587513,0.6955665392258598,-880.0,117000.0,170640.0,9792.0
266955,,0.464771540163717,-1805.0,90000.0,225000.0,11074.5
131065,0.6940926425266661,0.5257336706326089,,63000.0,178290.0,12042.0
157102,0.3876253444214701,0.6133235192810058,-338.0,180000.0,808650.0,26217.0
374006,0.2970866116472028,0.5949697890325654,-1376.0,238500.0,1515415.5,41800.5
435877,0.6817058776720116,0.7351512758770913,-1906.0,135000.0,247500.0,12375.0
214065,0.1342654235549427,0.5681571625048535,-614.0,135000.0,720000.0,25636.5
217289,0.6512602186973006,0.4204139847984143,-3229.0,229500.0,807984.0,25366.5
310028,0.5814837058057234,0.5386684031018253,,180000.0,284400.0,16456.5
192321,0.5298898341969072,0.6013140050659697,,225000.0,719365.5,23103.0
162919,0.5849900404894085,0.2622583692422573,-660.0,157500.0,1154362.5,33880.5
442927,0.6577838002083306,0.752549902852924,-556.0,270000.0,948096.0,37026.0
333607,,0.3200198546613139,-144.0,90000.0,521280.0,35392.5
187028,0.7874761977281463,0.6835369980057333,-4107.0,202500.0,1024290.0,29947.5
351469,0.4632753280912678,0.2665197753925157,-328.0,315000.0,521280.0,28408.5
221653,,0.0081067019060542,-3838.0,81000.0,101880.0,7510.5
241468,0.6674577419214722,0.5503231716544563,,112500.0,269550.0,13095.0
339220,,0.4301626177950644,-823.0,157500.0,911668.5,32877.0
374488,0.7295666907060153,0.3113516947853137,-3070.0,90000.0,675000.0,41296.5
289346,0.4170996682522097,0.7030475891431283,,85500.0,265536.0,13684.5
144266,0.6577838002083306,0.6225901006116336,-2158.0,112500.0,225000.0,16596.0
377063,0.5937175866150576,0.5871208183741382,-3117.0,90000.0,652500.0,25411.5
336009,0.6956219298394389,0.5132723873655379,-7240.0,157500.0,900000.0,46084.5
419058,,0.1643429773494933,-3885.0,562500.0,781920.0,61906.5
133265,,0.3577842788927847,-5851.0,180000.0,1467612.0,58203.0
118049,0.2721336844147212,0.4483605024992072,-673.0,495000.0,1125000.0,29677.5
104505,0.4418358231994413,0.1518277560057669,-2881.0,202500.0,526491.0,22261.5
191201,0.7738956942145427,0.6299040640058698,-1512.0,243000.0,101880.0,10696.5
313083,0.3441550073724169,0.3965055380275173,-2284.0,135000.0,450000.0,32611.5
300853,0.4614823912998385,0.3862600658087281,-1476.0,202500.0,630000.0,24124.5
221872,0.1359510441732951,0.6988580127324348,-2604.0,450000.0,497520.0,59175.0
408592,0.1198779608955348,0.4501351673222748,-359.0,141750.0,1185120.0,37341.0
188246,0.2636468134452008,0.7541994859843175,-316.0,180000.0,450000.0,22500.0
141513,0.2822484337007223,0.1480623161729263,-404.0,157500.0,270000.0,18171.0
175688,0.4382813743111921,0.2964353692544639,-1046.0,112500.0,675000.0,49248.0
208104,,0.0867436361636071,-1578.0,135000.0,188460.0,9621.0
150161,0.3706496323299817,0.3617381586306124,-4216.0,225000.0,521280.0,25078.5
356950,,0.6251762644677025,-3650.0,202500.0,414000.0,26896.5
372163,0.4083588531230431,0.1942151121136184,-1950.0,67500.0,808650.0,26086.5
340920,0.8193176922872417,0.3442507292017128,-559.0,36000.0,152820.0,8770.5
136058,0.6430255641096323,0.6272952882582804,-3373.0,94500.0,755190.0,32125.5
446245,0.2636468134452008,0.2727726550546974,-3623.0,315000.0,1657669.5,57748.5
381409,0.2793353208976285,0.6034666712913289,-268.0,103500.0,454500.0,23337.0
454460,0.363945238612397,0.5870519047099944,-5001.0,180000.0,225000.0,11250.0
333457,0.5136937663039473,0.4276986583171566,-1745.0,135000.0,231813.0,18715.5
355085,0.7180328113294772,0.5357598244386248,,99000.0,254700.0,14220.0
348909,0.6092756673894402,0.4221626867135673,-7865.0,112500.0,598486.5,19908.0
276833,0.7922644738669378,0.3572819736123357,,90000.0,247500.0,12375.0
290857,0.4014074137749511,0.3070964506716337,-780.0,288000.0,592560.0,40216.5
146073,0.6594055320683344,0.2266908251217637,-2291.0,112500.0,314100.0,16573.5
215524,0.4596904504249018,0.6470182720250025,,85500.0,808650.0,26217.0
347819,0.4614823912998385,0.5336869857306185,-5139.0,99000.0,533668.5,35937.0
367569,0.7862666146611379,0.2833066337096193,-181.0,238500.0,276277.5,19777.5
365480,0.4206109640437848,0.6150283381293925,-4356.0,67500.0,125640.0,6943.5
205318,0.3490552510751822,0.5939523371634238,-4990.0,112500.0,610335.0,20299.5
142245,0.7407990879702335,0.6606476208576554,-6474.0,76500.0,284400.0,18319.5
110311,0.2866524828090694,0.5612230379547649,-835.0,225000.0,189000.0,12915.0
118711,0.3046721837533529,0.7098226492757985,,202500.0,675000.0,29862.0
253783,,0.3249792691907942,-432.0,144000.0,862560.0,24849.0
383538,0.520897599048938,0.6678991849107727,-2732.0,90000.0,225000.0,11250.0
384016,0.6690566947824041,,-1682.0,112500.0,770292.0,30141.0
439032,0.5919766183185521,0.5652575940735246,-593.0,135000.0,134775.0,10935.0
236588,0.4188542886233217,0.6666563059146251,-2002.0,153000.0,594121.5,30465.0
299161,0.3312508645909018,0.2845515042096749,-7593.0,72000.0,474048.0,20214.0
347604,0.6263042766749393,0.2858978721410488,-3876.0,135000.0,225000.0,15219.0
338402,0.3312508645909018,0.5118245735396498,-1873.0,270000.0,983160.0,60277.5
144568,0.520897599048938,0.7325330901478799,-2932.0,315000.0,405000.0,20250.0
452776,0.3774042489507649,0.3552107831137386,-5151.0,135000.0,101880.0,11101.5
102411,0.7366226976503176,0.6369414775209512,,157500.0,755190.0,32125.5
255699,0.8128226070575616,0.7432574866964943,-1051.0,180000.0,343377.0,16137.0
104750,0.4014074137749511,0.489272014178854,-386.0,90000.0,270000.0,14647.5
141292,0.6940926425266661,0.6502179185020179,-2721.0,135000.0,239850.0,23850.0
195221,0.4884551844437485,0.2336807962914621,-2631.0,90000.0,521280.0,28278.0
203688,0.7503751495159068,0.2165263831925319,,90000.0,202500.0,10125.0
283677,0.4489622731076524,0.7666584995308802,-2596.0,351000.0,1288350.0,34114.5
277189,,0.7211901176257038,-4168.0,81000.0,100737.0,10975.5
398650,,0.7289663188305505,-1081.0,112500.0,526491.0,19039.5
393664,0.5849900404894085,0.6462837720317547,-5418.0,67500.0,202500.0,10125.0
336802,0.3280631605201915,0.4387160543942522,-1850.0,90000.0,101880.0,6637.5
271068,0.5814837058057234,0.5576874792583012,-2292.0,171000.0,157500.0,7875.0
295403,0.237916079507114,0.5924484086107329,,90000.0,343800.0,16155.0
111752,0.807273923277881,0.6746113571272978,-4038.0,135000.0,188460.0,10350.0
395474,0.6058362647264226,0.3100169979160685,-1243.0,225000.0,1264873.5,53721.0
246814,0.6894791426446275,0.6499144776386604,-5879.0,270000.0,760225.5,32337.0
417291,,0.7624862167351188,-1582.0,180000.0,1006920.0,51543.0
210780,0.4650692149562261,0.4863926743630577,-8181.0,162000.0,808650.0,23643.0
300072,,0.7002643948271222,,54000.0,134316.0,12753.0
425467,0.2009260877159709,0.6595387677020513,-1329.0,157500.0,180000.0,9000.0
257943,0.6940926425266661,0.2553748993379638,-3969.0,45000.0,219870.0,10705.5
335890,0.5028782772082183,0.0315458512132675,,112500.0,513000.0,26815.5
440311,0.375711009574066,0.4216933292906612,-764.0,135000.0,378000.0,40837.5
297231,0.3893387918468769,0.6604465875912057,-4857.0,180000.0,916470.0,26797.5
125105,0.5673792367572691,0.5653381989172637,,225000.0,337500.0,16875.0
408462,0.5136937663039473,0.5874918332121367,-2132.0,76500.0,210249.0,13927.5
184948,,0.7583991115041734,-387.0,135000.0,584766.0,24903.0
157582,,0.1604053214783667,-1101.0,67500.0,573408.0,20727.0
119541,0.4956658291397297,0.5638545209872402,-1778.0,112500.0,679500.0,22585.5
140231,0.6894791426446275,0.5664716723716176,-1280.0,135000.0,327024.0,16033.5
132229,0.6006575372857061,0.6243252531561038,,135000.0,1471608.0,52987.5
355955,0.5762088360175724,0.7142748235951587,-3101.0,108000.0,846000.0,24736.5
194489,0.5726825047161584,0.6318493314653135,-1595.0,180000.0,540000.0,25978.5
377955,0.2067786544915716,0.2173250264404024,-963.0,81000.0,143910.0,15268.5
377126,0.4902575124990026,0.6248226244693325,-855.0,216000.0,891126.0,48474.0
134850,,0.2565493100874797,-212.0,135000.0,592560.0,31153.5
336550,0.4489622731076524,0.6403025526209166,-2537.0,900000.0,1128595.5,36405.0
137607,0.4686596550493113,0.6088176529543303,-2540.0,67500.0,204768.0,13815.0
345649,0.6577838002083306,0.4920318244131186,-1649.0,135000.0,1052230.5,44712.0
376559,0.05384435347241,0.6000394101169938,-1157.0,319500.0,450000.0,17095.5
195370,,0.5038833013227864,-2961.0,202500.0,382500.0,19125.0
376749,0.6023863442690867,0.465076179657271,,112500.0,401386.5,19440.0
207900,0.3031463744186309,0.7461303452145204,-1787.0,450000.0,450000.0,30105.0
283934,0.8050196619153701,0.2556161560213347,,252000.0,616500.0,27153.0
382782,0.4365064990977374,0.7061108484635036,-1580.0,157500.0,506754.0,24507.0
215363,0.1884895337951677,0.7891817745837143,-5447.0,90000.0,518562.0,25078.5
252248,0.6801388218428291,0.4968803266334933,-4404.0,45000.0,675000.0,19867.5
133341,0.4740512892789932,0.6274282049690126,,157500.0,518562.0,25078.5
160797,0.6178261467332483,0.5852005711152046,-559.0,180000.0,284400.0,19003.5
272887,,0.2652563401861944,-119.0,112500.0,765000.0,40756.5
392161,0.3689687382528466,0.7390455707822527,-4766.0,306000.0,948582.0,27864.0
275685,0.2020866016820394,0.0203595031654983,-3352.0,315000.0,1800000.0,59620.5
342896,0.6754132910917112,0.0338023029562028,-888.0,135000.0,945000.0,27760.5
362644,,0.6964363805689633,-5241.0,157500.0,508495.5,21672.0
129029,0.5136937663039473,0.6190124115180362,,112500.0,1066608.0,35379.0
425843,0.6817058776720116,0.6085780608005347,-3154.0,157500.0,781920.0,28215.0
259964,0.7850520263728172,0.7775613373120436,-8257.0,99000.0,497520.0,26500.5
200536,0.6577838002083306,0.4077664473230547,-4111.0,166500.0,254700.0,16713.0
125821,0.5028782772082183,0.6803925181148918,-3603.0,112500.0,1546020.0,42642.0
335567,0.6528965519806539,0.6223588509307746,-776.0,135000.0,182448.0,21780.0
137055,0.4543210601605785,0.1091518993422137,-10272.0,135000.0,419679.0,15201.0
216897,0.4206109640437848,0.5898904096978037,-1254.0,135000.0,808650.0,31333.5
291056,0.7610263695502636,0.6384823925415725,-3075.0,135000.0,1125171.0,44622.0
434895,0.501075160239048,0.2594797631749833,,45000.0,545040.0,19705.5
430500,0.6754132910917112,0.2685165786991297,,90000.0,590337.0,30271.5
387555,0.4436153084085652,0.4508822071794419,-3842.0,225000.0,900000.0,46084.5
268651,0.6577838002083306,0.4398256208417583,-892.0,67500.0,598486.5,21496.5
449470,0.3506958432829587,0.7954710529979209,-2134.0,157500.0,835380.0,35392.5
359885,0.3572932680336494,0.2846583605689033,-440.0,157500.0,559368.0,28687.5
302167,0.7309873696832169,0.5149821579789124,-9907.0,292500.0,900000.0,26446.5
138895,,0.6841799630172402,-177.0,135000.0,472500.0,21348.0
299732,0.6690566947824041,0.4184969761582558,,166500.0,781920.0,23836.5
212254,0.3474182272002641,0.6839247522599015,-1532.0,202500.0,305640.0,32224.5
171283,0.6528965519806539,0.6010046609970183,-1307.0,360000.0,781920.0,40054.5
259647,0.3185955240537633,0.3906912903013985,-6074.0,175500.0,225000.0,16821.0
106932,0.5971924268337128,0.5243431090214252,,67500.0,119925.0,11812.5
391385,0.6363761710860439,0.672996434682507,-521.0,225000.0,273636.0,25713.0
303637,0.3825018041447388,0.0007378876450925,-1072.0,225000.0,900000.0,60277.5
105798,0.0005272652387098,0.4595045444560085,-1743.0,135000.0,398016.0,31576.5
141711,,0.6334958915253708,-2017.0,90000.0,918468.0,30483.0
120837,0.7421816117614419,0.5111688930039856,-2513.0,157500.0,270000.0,14778.0
250457,,0.7651883068758394,-3641.0,292500.0,1800000.0,66708.0
340479,,,-188.0,225000.0,450000.0,22500.0
252220,0.7969726818373722,0.0456863510982154,-1060.0,157500.0,213948.0,23170.5
103987,0.6296742509538716,0.1188587962533292,-4450.0,99000.0,552555.0,29569.5
381627,0.3441550073724169,0.2179505619843833,-1717.0,135000.0,269550.0,24853.5
241434,0.7238369900414456,0.6170662621919261,-4087.0,112500.0,270000.0,13500.0
441696,,0.6232218981683426,-2856.0,337500.0,675000.0,41296.5
263928,0.190705947811054,0.134043652152144,-1085.0,585000.0,1099975.5,39640.5
230895,,0.4359932364164879,-263.0,162000.0,450000.0,23692.5
282598,0.3360615207658242,0.6037125865039199,-478.0,112500.0,203760.0,22072.5
300355,0.5495965024956946,0.5408467639810843,-2574.0,45000.0,450000.0,21888.0
216250,0.6246146584503397,0.7600699936283488,-2751.0,157500.0,774117.0,32926.5
387541,,0.6295165416506708,-696.0,126000.0,225000.0,22014.0
350306,0.7557400501752248,0.7640627321931067,-534.0,225000.0,545040.0,36553.5
294333,0.5531646987710016,0.4903977287225162,-2262.0,99000.0,450000.0,11871.0
216102,0.7091891096653581,0.7578136369378949,,135000.0,225000.0,22050.0
287429,0.7194907850918436,0.7166919857297681,-1994.0,90000.0,1006920.0,40063.5
440171,0.816092360478441,0.7257225272262068,-9036.0,157500.0,364896.0,19926.0
298959,0.8435435389318647,0.6232783800219034,-578.0,121500.0,135000.0,6750.0
399673,0.1830351672178103,0.2283858234216054,-1325.0,157500.0,544491.0,17563.5
174273,0.3001077565791181,0.584202289562194,-4095.0,135000.0,270000.0,13500.0
440066,0.6754132910917112,0.6842886301981935,-1873.0,157500.0,414792.0,21847.5
306600,0.6894791426446275,0.4387914425465601,,67500.0,254700.0,14350.5
350041,,0.6457136838507653,-1857.0,270000.0,755856.0,27279.0
351710,0.7407990879702335,0.6258216969900189,-470.0,270000.0,1762110.0,48586.5
444778,0.6528965519806539,0.4450365826384602,-1058.0,180000.0,101880.0,11623.5
320134,0.6848276586890367,0.4617972818883801,-820.0,202500.0,270000.0,13500.0
389930,0.1402431837080297,0.6855816354741965,-1593.0,202500.0,1264738.5,67513.5
412814,0.5567274263630174,0.6310096201124289,,112500.0,675000.0,28728.0
361216,0.7713615919194317,0.7151531976028599,-2259.0,135000.0,900000.0,26446.5
318499,0.6006575372857061,0.5026478362492569,-141.0,247500.0,1288350.0,37800.0
106560,,0.2116879335542624,-4742.0,337500.0,1748304.0,95935.5
398533,,0.4181457896281314,-1805.0,135000.0,439074.0,21253.5
128285,0.7209441499436497,0.6974432684542696,,108000.0,620325.0,22410.0
215350,0.3944954053123993,0.4683036490708855,-716.0,81000.0,675000.0,32602.5
244221,0.4632753280912678,0.4897091725806528,-1295.0,112500.0,601470.0,30838.5
109674,0.6940926425266661,0.6033306106099223,-1521.0,225000.0,462645.0,35932.5
254667,0.6279908192952864,0.7138238600870646,-2085.0,121500.0,904500.0,50503.5
333127,0.1547436312725944,0.6476173495450961,-2404.0,202500.0,808650.0,26217.0
154739,,0.1773576458268605,-1644.0,99000.0,545157.0,29704.5
329338,,0.7967382534893112,-6206.0,270000.0,1928304.0,79708.5
361994,0.511891801533151,0.5775635759865382,-1221.0,171000.0,592560.0,31023.0
201614,0.5316861425197883,0.5555827483021147,-374.0,81000.0,76410.0,8104.5
444290,,0.1878788535192493,-946.0,135000.0,284400.0,22599.0
397710,0.2471909382666521,0.7775083818645454,-807.0,270000.0,1642500.0,45166.5
422724,0.6023863442690867,0.6022677424461476,-4469.0,157500.0,1288350.0,37800.0
309294,0.3807996826489149,0.7514406151543813,-784.0,225000.0,592560.0,35806.5
271795,0.6785676886853644,0.5185698495370961,-4827.0,247500.0,242595.0,19179.0
176171,,0.2715986893563388,-140.0,90000.0,355536.0,16605.0
233756,0.5691487713619409,0.7651372252270257,,270000.0,1223010.0,51948.0
405216,0.7934490301648944,0.4929883161686982,,225000.0,701730.0,66420.0
442900,0.8193176922872417,0.6430277375818084,-472.0,67500.0,138204.0,8478.0
277266,,0.5416177838511975,-2667.0,112500.0,180000.0,9000.0
406708,,0.6495860278623009,-544.0,135000.0,270000.0,19777.5
257054,0.4135967602644276,0.4110287528039915,-1138.0,180000.0,1255680.0,41629.5
332028,,0.5800531851271716,-2368.0,112500.0,263686.5,28107.0
178257,0.4543210601605785,0.6384722974148139,,135000.0,776304.0,22698.0
212552,0.4848514754962666,0.7084288920404718,,292500.0,706410.0,68814.0
150494,,0.7222090812523848,,270000.0,1076247.0,42813.0
335758,0.520897599048938,0.6162443419066364,,72000.0,157500.0,7875.0
259261,0.6754132910917112,0.7384969465963286,-1814.0,585000.0,291384.0,23359.5
141183,0.0005272652387098,0.7208558210935924,-139.0,153000.0,808650.0,26217.0
397247,0.2032521136204725,0.0939336679949962,-6233.0,180000.0,225000.0,24232.5
157587,0.6690566947824041,0.4605420461785357,-2382.0,135000.0,540000.0,29425.5
145189,0.4014074137749511,0.525619168579019,-1797.0,157500.0,967428.0,28287.0
192869,0.7136313997323308,0.7163410870222747,-331.0,117450.0,450000.0,23751.0
412468,0.6577838002083306,0.1764025142860624,-517.0,270000.0,842076.0,79951.5
196347,0.6940926425266661,0.6823627256220522,-107.0,180000.0,1671210.0,48024.0
400058,0.5370699579791587,0.6557872263967783,-3024.0,157500.0,848745.0,40833.0
246963,0.8027454758994178,0.5516540415089548,-326.0,157500.0,1542645.0,63792.0
353615,0.7850520263728172,0.694351979650052,-6901.0,135000.0,1223010.0,48631.5
212832,0.3962195720630885,0.6263745688796059,-2537.0,90000.0,203760.0,24309.0
266741,0.6577838002083306,0.5992309392166543,,360000.0,1287418.5,37773.0
137790,0.6092756673894402,0.655930361378496,-735.0,270000.0,1451047.5,55399.5
184607,0.4188542886233217,0.2988719943690027,-867.0,90000.0,382500.0,19660.5
145218,0.6674577419214722,0.222331603185638,-5341.0,202500.0,606303.0,44248.5
359348,0.2405414172860865,0.7122578213741199,,90000.0,308133.0,13054.5
339248,0.7180328113294772,0.6538843137521564,-999.0,225000.0,386977.5,24858.0
157699,0.3656165070113335,0.3942524717890785,-1420.0,90000.0,835380.0,40320.0
368028,,0.1577637620197302,-159.0,112500.0,531706.5,28458.0
418844,0.6144143775673561,0.2830802443093631,-290.0,247500.0,545040.0,25537.5
296864,0.4311917977993083,0.7372788826194988,-5326.0,315000.0,1092510.0,46417.5
399252,0.8802684803872619,0.7662004876598753,,81000.0,490495.5,26262.0
185931,0.524496446363472,0.5902342286634823,,180000.0,135000.0,6750.0
415399,0.1376544619182607,0.3022692805440713,,85500.0,135000.0,6750.0
122834,0.4776491548517548,0.3668275300623861,-2021.0,202500.0,818410.5,31981.5
276747,0.1986200451074864,0.0922829540027026,-242.0,135000.0,233208.0,8505.0
394327,0.6195277080511546,0.2864026264904955,,202500.0,688090.5,30438.0
445875,0.178760465484575,0.3153084806359594,-401.0,270000.0,408780.0,27445.5
205339,0.7862666146611379,0.464205851005992,,157500.0,454500.0,24214.5
297134,0.6347055309763198,0.2755576728083461,-1322.0,171000.0,625536.0,31905.0
157753,0.5954562029091491,0.1414787257442631,-690.0,103500.0,587619.0,19084.5
285951,0.5064842396679806,0.4344022182504288,-2042.0,225000.0,432661.5,16479.0
235495,0.5478104658520093,0.2603757607268638,-1367.0,247500.0,943425.0,27715.5
237557,,0.7029745386448262,-1373.0,157500.0,119925.0,13527.0
122489,0.6986675550534175,0.7522810430405988,,225000.0,1724220.0,45481.5
231365,0.4276573700350293,0.5815758702911179,-2741.0,157500.0,868500.0,25524.0
326816,,0.7219238269286762,-5257.0,202500.0,474048.0,25843.5
180990,0.4507472818545589,0.4962571299670024,-1743.0,180000.0,459000.0,12235.5
348666,0.5262949398096192,0.3133902111302968,,202500.0,659610.0,19030.5
175413,0.8633633824101478,0.7216559629726865,-1452.0,90000.0,269550.0,20988.0
115169,0.6754132910917112,0.6303729461490629,,315000.0,1525482.0,40369.5
309458,,0.0930754897734074,-2006.0,157500.0,180000.0,16636.5
246737,0.5028782772082183,0.5896576208135093,-98.0,270000.0,679500.0,45724.5
195885,0.6738300778602003,0.6047898077571711,-3282.0,67500.0,835380.0,33259.5
128842,,0.3340471865187147,-1026.0,247500.0,468000.0,44563.5
239611,0.7597121819739279,0.6313812269927694,-1145.0,130500.0,270000.0,13500.0
209418,0.2471909382666521,0.5488995344096934,-647.0,202500.0,840996.0,24718.5
442581,0.2807895743848605,0.6514950121898029,,112500.0,213948.0,10998.0
229874,0.3979463219016906,0.6900329992357991,,243000.0,656811.0,23719.5
391156,0.8528284668510541,0.5606090625228882,-394.0,112500.0,679500.0,19998.0
407743,0.2721336844147212,0.4881190893539236,-355.0,135000.0,443709.0,16443.0
408776,0.2837118826350007,0.1934087518114536,-982.0,135000.0,339948.0,27387.0
425605,0.7032033049040319,0.4018339633114953,,180000.0,706500.0,20785.5
289750,,0.5550265471973395,-1553.0,112500.0,640080.0,31261.5
362617,0.41534714488434,0.1062893384749542,-1112.0,90000.0,312840.0,24844.5
295428,0.5709165417729987,0.6469083909417982,-201.0,157500.0,170640.0,11236.5
130829,,0.3677880027129247,,306000.0,1971072.0,59890.5
112750,0.6430255641096323,0.6341759684764368,-2081.0,130500.0,215640.0,11826.0
335217,0.41534714488434,0.4953387566340004,-1825.0,157500.0,180000.0,9000.0
185085,0.3425288720742255,0.6602896433825088,-8248.0,256500.0,270000.0,13500.0
285751,0.6363761710860439,0.1477508909090372,-1340.0,157500.0,497520.0,33376.5
127066,0.7688075728291359,0.7373127669966824,-3108.0,90000.0,491823.0,22918.5
350769,0.2225807646753351,0.4220026626619561,,202500.0,755190.0,36459.0
228615,0.6144143775673561,0.2438626308931709,-778.0,157500.0,270000.0,13500.0
429448,0.6092756673894402,0.5893559936879109,-1892.0,54000.0,647046.0,21001.5
371296,0.5442347412142162,0.2663103612437609,-1524.0,157500.0,675000.0,24246.0
415148,,0.7373170023460199,-1010.0,315000.0,521280.0,37201.5
209686,0.5442347412142162,0.4871465775804262,-3152.0,382500.0,900000.0,46084.5
128663,0.4507472818545589,0.548558391265615,-2847.0,157500.0,1319269.5,38704.5
225877,0.4866531565147181,0.6143964829807141,-989.0,180000.0,1747008.0,48172.5
306755,0.6642482627052363,0.7289663188305505,-2365.0,103500.0,343800.0,12478.5
160736,,0.6361927379345232,-2056.0,675000.0,900000.0,45954.0
385432,0.5849900404894085,0.5080921823639696,-253.0,270000.0,1125000.0,33025.5
186096,0.8625103025687644,0.7207458014599673,-1045.0,112500.0,270000.0,13500.0
223004,0.0995036835288706,0.6302761319162662,,99000.0,376078.5,24165.0
291306,0.2764406945454034,0.6122857931569791,-3373.0,202500.0,331834.5,13644.0
179651,0.5280927512030451,0.1866242043068806,-477.0,126000.0,225000.0,22612.5
234566,0.3927738606031339,0.6220093013300685,-1396.0,292500.0,675000.0,49248.0
214752,,0.3430866686873524,-1410.0,112500.0,402939.0,21856.5
411394,0.5919766183185521,0.6318340711008479,-489.0,81000.0,479578.5,24615.0
405359,,0.6263745688796059,-2470.0,247500.0,728460.0,44563.5
223103,0.175605979469379,0.5762291790205597,-5723.0,270000.0,485190.0,23472.0
237982,0.5954562029091491,0.7549082228811291,-4630.0,81000.0,355536.0,18283.5
250123,0.3996756156233169,0.5971337602060466,-198.0,202500.0,770292.0,30676.5
319194,,0.1847362371987989,,87750.0,325377.0,21352.5
213815,0.6263042766749393,0.4006571501077415,,252000.0,1467612.0,56029.5
380307,0.3996756156233169,0.5826663515764108,-1291.0,78750.0,269550.0,24723.0
174202,0.7862666146611379,0.5697821122527637,-3325.0,112500.0,183384.0,19588.5
387750,0.4650692149562261,0.4141556374478888,-925.0,90000.0,284427.0,18306.0
378571,0.1245194708919845,0.2892130093038301,-386.0,135000.0,512064.0,25033.5
405833,0.6512602186973006,0.4438972975871121,-1896.0,157500.0,180000.0,9000.0
217643,0.7662336700704004,0.6374166840580021,-7756.0,315000.0,1293165.0,41845.5
335636,0.633031641417419,0.6441613527063975,-1077.0,99000.0,790434.0,40486.5
408559,0.1500851762342935,0.0041682898060265,,121500.0,288873.0,8887.5
423057,,0.5315258615294862,-407.0,157500.0,485640.0,39069.0
108883,0.1852020815902493,0.6130123090154457,-9181.0,450000.0,224149.5,23535.0
371533,0.3170317785834444,0.3957209046474149,-691.0,193500.0,675000.0,53460.0
413568,0.7544061731797895,0.6180475535969809,,90000.0,254700.0,13068.0
304460,0.3706496323299817,0.4536449026908729,,112500.0,973710.0,28597.5
124287,0.4848514754962666,0.1725474566710417,-4405.0,144000.0,1293502.5,35568.0
248493,0.3077366963789207,0.4929992478130537,-2193.0,540000.0,900000.0,45000.0
448436,,0.6871491936381708,-2167.0,202500.0,1344892.5,43515.0
223230,0.3296550543128238,0.5854341108077996,-1262.0,360000.0,539100.0,26064.0
311751,,0.3392920268659974,,90000.0,170640.0,8428.5
187820,,0.3595498380167927,-292.0,81000.0,497520.0,33376.5
180062,,0.5351778102718362,,81000.0,202500.0,8919.0
199748,0.7295666907060153,0.416763137931648,-462.0,112500.0,194742.0,13302.0
417550,0.6161216908872079,0.6722356139484459,-1101.0,360000.0,1575000.0,43443.0
355941,,0.2410671413758275,-399.0,139500.0,592560.0,32274.0
384991,0.6430255641096323,0.6538991607909351,-695.0,315000.0,1006920.0,45630.0
343489,0.5172965813614878,0.5080757859643814,-366.0,225000.0,450000.0,30573.0
100032,0.6594055320683344,0.5411237022695412,-1234.0,112500.0,327024.0,23827.5
268843,0.3280631605201915,0.7314606095461631,-436.0,90000.0,58500.0,5913.0
175254,0.3506958432829587,0.2620553359511834,,220500.0,1479024.0,40801.5
396996,0.4686596550493113,0.5539569589434887,-1290.0,193500.0,1096020.0,56092.5
451321,0.3046721837533529,0.685798428137435,,81000.0,269550.0,11871.0
231678,,0.5422040601217264,-2669.0,76500.0,808650.0,23773.5
434760,,0.7421040767294222,-230.0,112500.0,852088.5,43636.5
161038,0.7435593141311444,0.7178715606542656,-5496.0,135000.0,640080.0,31261.5
235359,0.4543210601605785,0.3259586288269526,,216000.0,1096020.0,56092.5
